0,5,42700,8500,40:e3:d6:5f:3d:70,null,null,null,null
0,5,42700,8500,40:e3:d6:5e:46:d0,-70,-66,-61,-77
0,5,42700,8500,40:e3:d6:56:79:60,null,null,null,null
0,5,42700,8500,40:e3:d6:56:79:70,null,null,null,null
0,5,42700,8500,40:e3:d6:56:d0:c0,null,null,null,null
0,5,42700,8500,40:e3:d6:5f:61:00,null,null,null,null
0,5,42700,8500,40:e3:d6:5f:61:10,null,-83,-84,null
0,5,42700,8500,40:e3:d6:56:c0:40,null,null,null,null
0,5,42700,8500,40:e3:d6:5f:3e:80,null,null,null,null
0,5,42700,8500,40:e3:d6:5f:3e:90,null,null,null,null
0,5,42700,8500,40:e3:d6:56:9e:00,null,null,null,null
0,5,42700,8500,40:e3:d6:56:9e:10,null,null,null,null
0,5,42700,8500,40:e3:d6:55:40:80,null,null,null,null
0,5,42700,8500,40:e3:d6:55:40:90,null,null,null,null
0,5,42700,8500,40:e3:d6:5f:61:60,-73,-75,-64,-68
0,5,42700,8500,40:e3:d6:5f:61:70,-66,-71,-67,-68
0,5,36100,6000,40:e3:d6:5f:3d:70,null,null,null,null
0,5,36100,6000,40:e3:d6:5e:46:d0,-57,-61,-59,-58
0,5,36100,6000,40:e3:d6:56:79:60,null,null,null,null
0,5,36100,6000,40:e3:d6:56:79:70,null,null,null,null
0,5,36100,6000,40:e3:d6:56:d0:c0,null,null,null,null
0,5,36100,6000,40:e3:d6:5f:61:00,null,-74,null,null
0,5,36100,6000,40:e3:d6:5f:61:10,-79,-84,-86,-86
0,5,36100,6000,40:e3:d6:56:c0:40,null,-78,null,null
0,5,36100,6000,40:e3:d6:5f:3e:80,null,null,null,null
0,5,36100,6000,40:e3:d6:5f:3e:90,null,null,null,null
0,5,36100,6000,40:e3:d6:56:9e:00,null,null,null,null
0,5,36100,6000,40:e3:d6:56:9e:10,null,null,null,null
0,5,36100,6000,40:e3:d6:55:40:80,null,null,null,null
0,5,36100,6000,40:e3:d6:55:40:90,null,null,null,null
0,5,36100,6000,40:e3:d6:5f:61:60,-62,-49,-60,-59
0,5,36100,6000,40:e3:d6:5f:61:70,-45,-48,-50,-42
0,5,48300,6000,40:e3:d6:5f:3d:70,null,null,null,null
0,5,48300,6000,40:e3:d6:5e:46:d0,-51,-46,-44,-52
0,5,48300,6000,40:e3:d6:56:79:60,null,null,null,null
0,5,48300,6000,40:e3:d6:56:79:70,null,-88,null,null
0,5,48300,6000,40:e3:d6:56:d0:c0,null,null,null,null
0,5,48300,6000,40:e3:d6:5f:61:00,null,null,-65,null
0,5,48300,6000,40:e3:d6:5f:61:10,-71,-67,-64,-71
0,5,48300,6000,40:e3:d6:56:c0:40,null,null,null,null
0,5,48300,6000,40:e3:d6:5f:3e:80,null,null,null,null
0,5,48300,6000,40:e3:d6:5f:3e:90,null,null,null,null
0,5,48300,6000,40:e3:d6:56:9e:00,null,null,null,null
0,5,48300,6000,40:e3:d6:56:9e:10,null,null,null,null
0,5,48300,6000,40:e3:d6:55:40:80,null,null,null,null
0,5,48300,6000,40:e3:d6:55:40:90,null,null,null,null
0,5,48300,6000,40:e3:d6:5f:61:60,-68,-65,-60,-66
0,5,48300,6000,40:e3:d6:5f:61:70,-50,-46,-48,-50
0,5,48300,1000,40:e3:d6:5f:3d:70,null,null,null,null
0,5,48300,1000,40:e3:d6:5e:46:d0,-46,-39,-37,-40
0,5,48300,1000,40:e3:d6:56:79:60,null,null,null,null
0,5,48300,1000,40:e3:d6:56:79:70,null,null,null,null
0,5,48300,1000,40:e3:d6:56:d0:c0,null,null,null,null
0,5,48300,1000,40:e3:d6:5f:61:00,null,null,-68,null
0,5,48300,1000,40:e3:d6:5f:61:10,-61,-63,-61,-69
0,5,48300,1000,40:e3:d6:56:c0:40,null,null,null,null
0,5,48300,1000,40:e3:d6:5f:3e:80,null,null,null,null
0,5,48300,1000,40:e3:d6:5f:3e:90,null,null,null,null
0,5,48300,1000,40:e3:d6:56:9e:00,null,null,null,null
0,5,48300,1000,40:e3:d6:56:9e:10,null,null,null,null
0,5,48300,1000,40:e3:d6:55:40:80,null,null,null,null
0,5,48300,1000,40:e3:d6:55:40:90,null,null,null,null
0,5,48300,1000,40:e3:d6:5f:61:60,-65,-71,-61,-68
0,5,48300,1000,40:e3:d6:5f:61:70,null,-56,-50,-54
0,5,36100,1000,40:e3:d6:5f:3d:70,null,null,null,null
0,5,36100,1000,40:e3:d6:5e:46:d0,-57,-60,-61,-66
0,5,36100,1000,40:e3:d6:56:79:60,null,null,null,null
0,5,36100,1000,40:e3:d6:56:79:70,null,null,null,null
0,5,36100,1000,40:e3:d6:56:d0:c0,null,null,null,null
0,5,36100,1000,40:e3:d6:5f:61:00,null,null,null,null
0,5,36100,1000,40:e3:d6:5f:61:10,-79,-84,-83,-86
0,5,36100,1000,40:e3:d6:56:c0:40,null,null,null,null
0,5,36100,1000,40:e3:d6:5f:3e:80,null,null,null,null
0,5,36100,1000,40:e3:d6:5f:3e:90,null,null,null,null
0,5,36100,1000,40:e3:d6:56:9e:00,null,null,null,null
0,5,36100,1000,40:e3:d6:56:9e:10,null,null,null,null
0,5,36100,1000,40:e3:d6:55:40:80,null,null,null,null
0,5,36100,1000,40:e3:d6:55:40:90,null,null,null,null
0,5,36100,1000,40:e3:d6:5f:61:60,-50,-57,-52,-59
0,5,36100,1000,40:e3:d6:5f:61:70,-38,-35,-39,-41
