0,4,10000,8500,40:e3:d6:5f:3d:70,null,null,null,null
0,4,10000,8500,40:e3:d6:5e:46:d0,null,null,null,null
0,4,10000,8500,40:e3:d6:56:79:60,null,null,null,null
0,4,10000,8500,40:e3:d6:56:79:70,null,null,null,null
0,4,10000,8500,40:e3:d6:56:d0:c0,null,null,null,null
0,4,10000,8500,40:e3:d6:5f:61:00,null,null,null,null
0,4,10000,8500,40:e3:d6:5f:61:10,null,-86,null,-88
0,4,10000,8500,40:e3:d6:56:c0:40,null,null,-91,null
0,4,10000,8500,40:e3:d6:5f:3e:80,-89,-69,null,null
0,4,10000,8500,40:e3:d6:5f:3e:90,null,-75,-74,-85
0,4,10000,8500,40:e3:d6:56:9e:00,null,null,-74,null
0,4,10000,8500,40:e3:d6:56:9e:10,-74,-73,-64,-69
0,4,10000,8500,40:e3:d6:55:40:80,null,null,null,null
0,4,10000,8500,40:e3:d6:55:40:90,-79,-84,-85,null
0,4,10000,8500,40:e3:d6:5f:61:60,null,null,null,null
0,4,10000,8500,40:e3:d6:5f:61:70,null,null,null,null
0,4,20000,8500,40:e3:d6:5f:3d:70,null,null,null,null
0,4,20000,8500,40:e3:d6:5e:46:d0,null,null,null,null
0,4,20000,8500,40:e3:d6:56:79:60,null,null,null,null
0,4,20000,8500,40:e3:d6:56:79:70,null,-89,null,null
0,4,20000,8500,40:e3:d6:56:d0:c0,null,null,null,null
0,4,20000,8500,40:e3:d6:5f:61:00,null,null,null,null
0,4,20000,8500,40:e3:d6:5f:61:10,-87,-86,null,-88
0,4,20000,8500,40:e3:d6:56:c0:40,null,-80,null,null
0,4,20000,8500,40:e3:d6:5f:3e:80,-61,null,-63,-79
0,4,20000,8500,40:e3:d6:5f:3e:90,-69,-63,-63,-64
0,4,20000,8500,40:e3:d6:56:9e:00,null,null,-74,null
0,4,20000,8500,40:e3:d6:56:9e:10,-85,null,-69,-81
0,4,20000,8500,40:e3:d6:55:40:80,-73,-70,-74,-76
0,4,20000,8500,40:e3:d6:55:40:90,-74,-70,-69,-69
0,4,20000,8500,40:e3:d6:5f:61:60,null,null,null,null
0,4,20000,8500,40:e3:d6:5f:61:70,null,null,null,null
0,4,30000,8500,40:e3:d6:5f:3d:70,null,null,null,null
0,4,30000,8500,40:e3:d6:5e:46:d0,null,null,null,null
0,4,30000,8500,40:e3:d6:56:79:60,null,null,null,null
0,4,30000,8500,40:e3:d6:56:79:70,null,-87,null,null
0,4,30000,8500,40:e3:d6:56:d0:c0,null,-88,null,null
0,4,30000,8500,40:e3:d6:5f:61:00,null,null,null,null
0,4,30000,8500,40:e3:d6:5f:61:10,-86,-81,-87,null
0,4,30000,8500,40:e3:d6:56:c0:40,-70,-62,-64,-57
0,4,30000,8500,40:e3:d6:5f:3e:80,null,null,null,-80
0,4,30000,8500,40:e3:d6:5f:3e:90,-70,-76,-72,-70
0,4,30000,8500,40:e3:d6:56:9e:00,null,null,null,null
0,4,30000,8500,40:e3:d6:56:9e:10,-90,null,-87,-86
0,4,30000,8500,40:e3:d6:55:40:80,-66,-67,null,null
0,4,30000,8500,40:e3:d6:55:40:90,-61,-63,-70,-61
0,4,30000,8500,40:e3:d6:5f:61:60,null,null,null,null
0,4,30000,8500,40:e3:d6:5f:61:70,null,null,-86,-89
0,4,40000,8500,40:e3:d6:5f:3d:70,-85,-86,null,null
0,4,40000,8500,40:e3:d6:5e:46:d0,-87,-89,-87,null
0,4,40000,8500,40:e3:d6:56:79:60,-85,-91,-88,null
0,4,40000,8500,40:e3:d6:56:79:70,-86,null,-88,null
0,4,40000,8500,40:e3:d6:56:d0:c0,null,null,null,null
0,4,40000,8500,40:e3:d6:5f:61:00,null,null,-79,null
0,4,40000,8500,40:e3:d6:5f:61:10,-71,-72,-81,-77
0,4,40000,8500,40:e3:d6:56:c0:40,null,null,null,null
0,4,40000,8500,40:e3:d6:5f:3e:80,null,null,null,null
0,4,40000,8500,40:e3:d6:5f:3e:90,-82,null,null,-85
0,4,40000,8500,40:e3:d6:56:9e:00,null,null,null,null
0,4,40000,8500,40:e3:d6:56:9e:10,null,null,null,-87
0,4,40000,8500,40:e3:d6:55:40:80,null,null,null,null
